# word	pos	level	hint	idx	— список Oxford 3000/5000, собирается npm run import:oxford
insect	n.	A2		
inside	prep., adv., n., adj.	A2		
instead	adv.	A2		
instruction	n.	A2		
instructor	n.	A2		
instrument	n.	A2		
intelligent	adj.	A2		
international	adj.	A2		
introduction	n.	A2		
invent	v.	A2		
invention	n.	A2		
invitation	n.	A2		
invite	v.	A2		
involve	v.	A2		
item	n.	A2		
itself	pron.	A2		
jam	n.	A2		
jazz	n.	A2		
jewelry	n.	A2		
joke	n., v.	A2		
journalist	n.	A2		
jump	v., n.	A2		
kid	n.	A2		
kill	v.	A2		
kilometer	n.	A2		
king	n.	A2		
knee	n.	A2		
knife	n.	A2		
knock	v.	A2		
knowledge	n.	A2		
lab	n.	A2		
lady	n.	A2		
lake	n.	A2		
lamp	n.	A2		
land	v.	A2		
laptop	n.	A2		
last	adv., n.	A2	final	1
last	v.	A2	taking time	1
later	adj.	A2		
laughter	n.	A2		
law	n.	A2		
lawyer	n.	A2		
lazy	adj.	A2		
lead	v.	A2		1
leader	n.	A2		
learning	n.	A2		
least	det./pron., adv.	A2		
lecture	n., v.	A2		
lemon	n.	A2		
lend	v.	A2		
less	det./pron., adv.	A2		
level	n.	A2		
lifestyle	n.	A2		
lift	v.	A2		
light	v.	A2	from the sun/a lamp	
light	adj.	A2	not heavy	
likely	adj.	A2		
link	n., v.	A2		
listener	n.	A2		
little	adv.	A2		
lock	v., n.	A2		
look	n.	A2		
lost	adj.	A2		
loud	adj., adv.	A2		
loudly	adv.	A2		
low	adj., adv.	A2		
luck	n.	A2		
lucky	adj.	A2		
mail	n., v.	A2		
major	adj.	A2		
male	adj., n.	A2		
manage	v.	A2		
manager	n.	A2		
manner	n.	A2		
mark	v., n.	A2		
marry	v.	A2		
material	n.	A2		
math	n.	A2		
mathematics	n.	A2		
matter	n., v.	A2		
may	modal v.	A2		
mayor	n.	A2		
media	n.	A2		
medical	adj.	A2		
medicine	n.	A2		
memory	n.	A2		
mention	v.	A2		
metal	n.	A2		
method	n.	A2		
middle	n., adj.	A2		
might	modal v.	A2		
mind	n., v.	A2		
mine	pron.	A2	belongs to me	
mirror	n.	A2		
missing	adj.	A2		
monkey	n.	A2		
moon	n.	A2		
mostly	adv.	A2		
motorcycle	n.	A2		
movement	n.	A2		
musical	adj.	A2		
musician	n.	A2		
myself	pron.	A2		
narrow	adj.	A2		
national	adj.	A2		
nature	n.	A2		
nearly	adv.	A2		
necessary	adj.	A2		
neck	n.	A2		
need	n.	A2		
neither	det./pron.	A2		
nervous	adj.	A2		
network	n.	A2		
noise	n.	A2		
noisy	adj.	A2		
none	pron.	A2		
normal	adj.	A2		
normally	adv.	A2		
notice	v., n.	A2		
novel	n.	A2		
nowhere	adv.	A2		
number	v.	A2		
nut	n.	A2		
offer	v., n.	A2		
officer	n.	A2		
oil	n.	A2		
onto	prep.	A2		
opportunity	n.	A2		
option	n.	A2		
ordinary	adj.	A2		
organization	n.	A2		
organize	v.	A2		
original	adj.	A2		
ourselves	pron.	A2		
outside	prep., n., adj.	A2		
oven	n.	A2		
overseas	adv.	A2		
own	v.	A2		
owner	n.	A2		
pack	v.	A2		
pain	n.	A2		
painter	n.	A2		
palace	n.	A2		
parking	n.	A2		
particular	adj.	A2		
pass	v.	A2		
passenger	n.	A2		
past	adv.	A2		
patient	n.	A2		
pattern	n.	A2		
pay	n.	A2		
peace	n.	A2		
penny	n.	A2		
per	prep.	A2		
percent	n.	A2		
perform	v.	A2		
perhaps	adv.	A2		
permission	n.	A2		
personality	n.	A2		
pet	n.	A2		
photograph	v.	A2		
physical	adj.	A2		
physics	n.	A2		
pick	v.	A2		
pilot	n.	A2		
planet	n.	A2		
plant	v.	A2		
plastic	n., adj.	A2		
plate	n.	A2		
platform	n.	A2		
please	v.	A2		
pleased	adj.	A2		
pocket	n.	A2		
polite	adj.	A2		
pollution	n.	A2		
pop	n., adj.	A2		
population	n.	A2		
position	n.	A2		
possession	n.	A2		
possibility	n.	A2		
poster	n.	A2		
power	n.	A2		
predict	v.	A2		
present	v.	A2		
president	n.	A2		
prevent	v.	A2		
print	v.	A2		
printer	n.	A2		
prison	n.	A2		
prize	n.	A2		
process	n.	A2		
produce	v.	A2		
professional	adj.	A2		
professor	n.	A2		
profile	n.	A2		
progress	n.	A2		
promise	v., n.	A2		
pronounce	v.	A2		
protect	v.	A2		
provide	v.	A2		
public	adj., n.	A2		
publish	v.	A2		
pull	v.	A2		
purpose	n.	A2		
push	v.	A2		
quality	n.	A2		
quantity	n.	A2		
queen	n.	A2		
question	v.	A2		
quietly	adv.	A2		
race	n., v.	A2	competition	
railroad	n.	A2		
raise	v.	A2		
rate	n.	A2		
rather	adv.	A2		
reach	v.	A2		
react	v.	A2		
realize	v.	A2		
receive	v.	A2		
recent	adj.	A2		
recently	adv.	A2		
reception	n.	A2		
recipe	n.	A2		
recognize	v.	A2		
recommend	v.	A2		
record	n., v.	A2		
recording	n.	A2		
recycle	v.	A2		
reduce	v.	A2		
refer	v.	A2		
refrigerator	n.	A2		
refuse	v.	A2		1
region	n.	A2		
regular	adj.	A2		
relationship	n.	A2		
remove	v.	A2		
repair	v.	A2		
replace	v.	A2		
reply	v., n.	A2		
report	v.	A2		
reporter	n.	A2		
request	n.	A2		
research	n., v.	A2		
researcher	n.	A2		
respond	v.	A2		
response	n.	A2		
rest	n.	A2	remaining part	
rest	n., v.	A2	sleep/relax	
review	n., v.	A2		
ride	n.	A2		
ring	n.	A2		1
ring	v.	A2		2
rise	v.	A2		
rock	n.	A2	stone	
rock	n.	A2	music	
role	n.	A2		
roof	n.	A2		
round	adj., adv., prep.	A2		
route	n.	A2		
rude	adj.	A2		
run	n.	A2		
runner	n.	A2		
running	n.	A2		
sadly	adv.	A2		
safe	adj.	A2		
sail	v.	A2		
sailing	n.	A2		
salary	n.	A2		
sale	n.	A2		
sauce	n.	A2		
save	v.	A2		
scared	adj.	A2		
scary	adj.	A2		
scene	n.	A2		
schedule	n.	A2		
score	v., n.	A2		
screen	n.	A2		
sea	n.	A2		
search	n., v.	A2		
season	n.	A2		
seat	n.	A2		
second	adv.	A2	next after the first	1
secret	adj., n.	A2		
secretary	n.	A2		
seem	v.	A2		
sense	n.	A2		
separate	adj.	A2		
series	n.	A2		
serious	adj.	A2		
serve	v.	A2		
service	n.	A2		
several	det./pron.	A2		
shake	v.	A2		
shape	n.	A2		
sheet	n.	A2		
ship	n.	A2		
shoulder	n.	A2		
shout	v., n.	A2		
shut	v., adj.	A2		
side	n.	A2		
sign	n., v.	A2		
silver	n., adj.	A2		
simple	adj.	A2		
since	prep., conj.	A2		
singing	n.	A2		
single	adj., n.	A2		
sir	n.	A2		
site	n.	A2		
size	n.	A2		
ski	v., adj., n.	A2		
skiing	n.	A2		
skin	n.	A2		
sky	n.	A2		
sleep	n.	A2		
slowly	adv.	A2		
smartphone	n.	A2		
smell	v., n.	A2		
smile	v., n.	A2		
smoke	n., v.	A2		
smoking	n.	A2		
sneaker	n.	A2		
soap	n.	A2		
soccer	n.	A2		
social	adj.	A2		
society	n.	A2		
sock	n.	A2		
soft	adj.	A2		
soldier	n.	A2		
solution	n.	A2		
solve	v.	A2		
somewhere	adv., pron.	A2		
sort	n.	A2		
source	n.	A2		
speaker	n.	A2		
specific	adj.	A2		
speech	n.	A2		
speed	n.	A2		
spider	n.	A2		
spoon	n.	A2		
square	adj., n.	A2		
stage	n.	A2		
stair	n.	A2		
stamp	n.	A2		
star	v.	A2		
start	n.	A2		
state	n.	A2		
stay	n.	A2		
steal	v.	A2		
step	n.	A2		
stomach	n.	A2		
stone	n.	A2		
storm	n., v.	A2		
stove	n.	A2		
straight	adv., adj.	A2		
strange	adj.	A2		
strategy	n.	A2		
stress	n., v.	A2		
structure	n.	A2		
stupid	adj.	A2		
subway	n.	A2		
succeed	v.	A2		
successful	adj.	A2		
such	det./pron.	A2		
suddenly	adv.	A2		
suggest	v.	A2		
suggestion	n.	A2		
suit	n.	A2		
support	v., n.	A2		
suppose	v.	A2		
sure	adv.	A2		
surprise	n., v.	A2		
surprised	adj.	A2		
surprising	adj.	A2		
survey	n.	A2		
sweet	adj., n.	A2		
symbol	n.	A2		
system	n.	A2		
tablet	n.	A2		
talk	n.	A2		
target	n.	A2		
task	n.	A2		
taste	n., v.	A2		
teaching	n.	A2		
technology	n.	A2		
teenage	adj.	A2		
temperature	n.	A2		
term	n.	A2		
text	v.	A2		
themselves	pron.	A2		
thick	adj.	A2		
thief	n.	A2		
thin	adj.	A2		
thinking	n.	A2		
third	n.	A2		
thought	n.	A2		
throw	v.	A2		
tie	v., n.	A2		
tip	n.	A2		
tool	n.	A2		
top	n., adj.	A2		
touch	v.	A2		
tour	n.	A2		
tourism	n.	A2		
toward	prep.	A2		
towel	n.	A2		
tower	n.	A2		
toy	n., adj.	A2		
track	n.	A2		
tradition	n.	A2		
traditional	adj.	A2		
train	v.	A2		
training	n.	A2		
transportation	n.	A2		
trash	n.	A2		
traveler	n.	A2		
trouble	n.	A2		
twin	n., adj.	A2		
typical	adj.	A2		
underground	adj., adv.	A2		
understanding	n.	A2		
unfortunately	adv.	A2		
unhappy	adj.	A2		
uniform	n.	A2		
unit	n.	A2		
united	adj.	A2		
unusual	adj.	A2		
upstairs	adj.	A2		
use	n.	A2		
used to	modal v.	A2		
user	n.	A2		
usual	adj.	A2		
valley	n.	A2		
variety	n.	A2		
vehicle	n.	A2		
view	n.	A2		
village	n.	A2		
virus	n.	A2		
voice	n.	A2		
wait	n.	A2		
war	n.	A2		
wash	n.	A2		
washing	n.	A2		
wave	n.	A2		
weak	adj.	A2		
web	n.	A2		
wedding	n.	A2		
weight	n.	A2		
welcome	n.	A2		
wet	adj.	A2		
wheel	n.	A2		
while	conj.	A2		
whole	adj.	A2		
whose	det./pron.	A2		
wide	adj.	A2		
wild	adj.	A2		
wind	n.	A2		1
winner	n.	A2		
wish	v., n.	A2		
wood	n.	A2		
wooden	adj.	A2		
working	adj.	A2		
worried	adj.	A2		
worry	v.	A2		
worse	adj.	A2		
worst	adj.	A2		
wow	exclam.	A2		
yet	adv.	A2		
yours	pron.	A2		
zero	number	A2		
absolutely	adv.	B1		
academic	adj.	B1		
access	n., v.	B1		
account	n.	B1		
achievement	n.	B1		
act	n.	B1		
ad	n.	B1		
addition	n.	B1		
administration	n.	B1		
admire	v.	B1		
admit	v.	B1		
advanced	adj.	B1		
advise	v.	B1		
afford	v.	B1		
age	v.	B1		
agent	n.	B1		
agreement	n.	B1		
ahead	adv.	B1		
aim	v., n.	B1		
alarm	n.	B1		
album	n.	B1		
alcohol	n.	B1		
alcoholic	adj.	B1		
alternative	adj.	B1		
amazed	adj.	B1		
ambition	n.	B1		
analysis	n.	B1		
announce	v.	B1		
announcement	n.	B1		
annoy	v.	B1		
annoyed	adj.	B1		
annoying	adj.	B1		
apart	adv.	B1		
apologize	v.	B1		
application	n.	B1		
appointment	n.	B1		
appreciate	v.	B1		
approximately	adv.	B1		
arrest	v., n.	B1		
arrival	n.	B1		
assignment	n.	B1		
assist	v.	B1		
atmosphere	n.	B1		
attach	v.	B1		
attitude	n.	B1		
attract	v.	B1		
attraction	n.	B1		
authority	n.	B1		
automatic	adj.	B1		
automatically	adv.	B1		
average	v.	B1		
award	v.	B1		
aware	adj.	B1		
backward	adv.	B1		
bake	v.	B1		
balance	n., v.	B1		
ban	v., n.	B1		
bank	n.	B1	river	
base	n., v.	B1		
basic	adj.	B1		
basis	n.	B1		
battery	n.	B1		
battle	n.	B1		
beauty	n.	B1		
bee	n.	B1		
belief	n.	B1		
bell	n.	B1		
bend	v., n.	B1		
benefit	v.	B1		
better	n.	B1		
bite	v., n.	B1		
block	v.	B1		
board	v.	B1		
bomb	n., v.	B1		
border	n.	B1		
bother	v.	B1		
branch	n.	B1		
brand	n., v.	B1		
brave	adj.	B1		
breath	n.	B1		
breathe	v.	B1		
breathing	n.	B1		
bride	n.	B1		
bubble	n.	B1		
bury	v.	B1		
by	adv.	B1		
cable	n.	B1		
calm	adj., v., n.	B1		
campaign	n., v.	B1		
candidate	n.	B1		
cap	n.	B1		
captain	n.	B1		
careless	adj.	B1		
category	n.	B1		
ceiling	n.	B1		
celebration	n.	B1		
center	v.	B1		
central	adj.	B1		
ceremony	n.	B1		
chain	n.	B1		
challenge	n.	B1		
champion	n.	B1		
channel	n.	B1		
chapter	n.	B1		
charge	n., v.	B1		
cheap	adv.	B1		
cheat	v., n.	B1		
cheerful	adj.	B1		
chemical	adj., n.	B1		
chest	n.	B1		
childhood	n.	B1		
claim	v., n.	B1		
clause	n.	B1		
clear	v.	B1		
clever	adj.	B1		
click	v., n.	B1		
client	n.	B1		
climb	n.	B1		
close	adv.	B1		2
cloth	n.	B1		
clue	n.	B1		
coach	v.	B1		
coal	n.	B1		
coin	n.	B1		
collection	n.	B1		
colored	adj.	B1		
combine	v.	B1		
comment	v.	B1		
commercial	adj., n.	B1		
commit	v.	B1		
communication	n.	B1		
comparison	n.	B1		
competitive	adj.	B1		
competitor	n.	B1		
complaint	n.	B1		
complex	adj.	B1		
concentrate	v.	B1		
conclude	v.	B1		
conclusion	n.	B1		
confident	adj.	B1		
confirm	v.	B1		
confuse	v.	B1		
confused	adj.	B1		
connection	n.	B1		
consequence	n.	B1		
consist	v.	B1		
consume	v.	B1		
consumer	n.	B1		
contact	n., v.	B1		
container	n.	B1		
content	n.	B1		1
continuous	adj.	B1		
contrast	n., v.	B1		
convenient	adj.	B1		
convince	v.	B1		
cool	v.	B1		
corn	n.	B1		
costume	n.	B1		
cotton	n.	B1		
count	n.	B1		
countryside	n.	B1		
court	n.	B1		
cover	n.	B1		
covered	adj.	B1		
cream	adj.	B1		
criminal	adj.	B1		
cruel	adj.	B1		
cultural	adj.	B1		
cupboard	n.	B1		
currency	n.	B1		
current	adj.	B1		
currently	adv.	B1		
curtain	n.	B1		
custom	n.	B1		
cut	n.	B1		
daily	adv.	B1		
damage	n., v.	B1		
deal	n.	B1		
decade	n.	B1		
deep	adv.	B1		
define	v.	B1		
definite	adj.	B1		
definition	n.	B1		
deliver	v.	B1		
departure	n.	B1		
despite	prep.	B1		
destination	n.	B1		
determine	v.	B1		
determined	adj.	B1		
development	n.	B1		
diagram	n.	B1		
diamond	n.	B1		
difficulty	n.	B1		
direct	v., adv.	B1		
directly	adv.	B1		
dirt	n.	B1		
disadvantage	n.	B1		
disappointed	adj.	B1		
disappointing	adj.	B1		
discount	n.	B1		
dislike	v., n.	B1		
district	n.	B1		
divide	v.	B1		
documentary	n.	B1		
donate	v.	B1		
double	adv.	B1		
doubt	n., v.	B1		
dressed	adj.	B1		
drop	n.	B1		
drum	n.	B1		
drunk	adj.	B1		
due	adj.	B1		
dust	n.	B1		
duty	n.	B1		
earthquake	n.	B1		
eastern	adj.	B1		
economic	adj.	B1		
economy	n.	B1		
edge	n.	B1		
editor	n.	B1		
educate	v.	B1		
educated	adj.	B1		
educational	adj.	B1		
effective	adj.	B1		
effectively	adv.	B1		
effort	n.	B1		
election	n.	B1		
element	n.	B1		
embarrassed	adj.	B1		
embarrassing	adj.	B1		
emergency	n.	B1		
emotion	n.	B1		
employment	n.	B1		
empty	v.	B1		
encourage	v.	B1		
enemy	n.	B1		
engaged	adj.	B1		
engineering	n.	B1		
entertain	v.	B1		
entertainment	n.	B1		
entrance	n.	B1		
entry	n.	B1		
environmental	adj.	B1		
episode	n.	B1		
equal	adj., v.	B1		
equally	adv.	B1		
escape	v., n.	B1		
essential	adj.	B1		
eventually	adv.	B1		
examine	v.	B1		
except	conj.	B1		
exchange	n., v.	B1		
excitement	n.	B1		
exhibition	n.	B1		
exit	n.	B1		
expand	v.	B1		
expected	adj.	B1		
experience	v.	B1		
experienced	adj.	B1		
experiment	v.	B1		
explode	v.	B1		
explore	v.	B1		
explosion	n.	B1		
export	n., v.	B1		
extra	n., adv.	B1		
face	v.	B1		
fairly	adv.	B1		
familiar	adj.	B1		
fancy	adj.	B1		
far	adj.	B1		
fascinating	adj.	B1		
fashionable	adj.	B1		
fasten	v.	B1		
favor	n.	B1		
fear	v.	B1		
feature	v.	B1		
federal	adj.	B1		
fence	n.	B1		
fighting	n.	B1		
file	n.	B1		
financial	adj.	B1		
fitness	n.	B1		
fixed	adj.	B1		
flag	n.	B1		
flood	n., v.	B1		
flour	n.	B1		
flow	v., n.	B1		
fold	v.	B1		
folk	n., adj.	B1		
following	n.	B1		
force	n., v.	B1		
forever	adv.	B1		
frame	n., v.	B1		
freeze	v.	B1		
frequently	adv.	B1		
friendship	n.	B1		
frighten	v.	B1		
frightened	adj.	B1		
frightening	adj.	B1		
frozen	adj.	B1		
fry	v.	B1		
fuel	n.	B1		
function	n.	B1		
fur	n.	B1		
further	adv.	B1		
garage	n.	B1		
gather	v.	B1		
generally	adv.	B1		
generation	n.	B1		
generous	adj.	B1		
gentle	adj.	B1		
gentleman	n.	B1		
ghost	n.	B1		
giant	adj., n.	B1		
glad	adj.	B1		
global	adj.	B1		
glove	n.	B1		
go	n.	B1		
grade	n.	B1		
graduate	n., v.	B1		
grain	n.	B1		
grateful	adj.	B1		
growth	n.	B1		
guard	n., v.	B1		
guilty	adj.	B1		
hand	v.	B1		
hang	v.	B1		
happiness	n.	B1		
hardly	adv.	B1		
hate	n.	B1		
head	v.	B1		
headline	n.	B1		
heating	n.	B1		
heavily	adv.	B1		
helicopter	n.	B1		
highlight	v., n.	B1		
highly	adv.	B1		
highway	n.	B1		
hire	v.	B1		
historic	adj.	B1		
historical	adj.	B1		
honest	adj.	B1		
horrible	adj.	B1		
horror	n.	B1		
host	n.	B1		
hunt	v.	B1		
hurricane	n.	B1		
hurry	n., v.	B1		
identity	n.	B1		
ignore	v.	B1		
illegal	adj.	B1		
imaginary	adj.	B1		
immediate	adj.	B1		
immigrant	n.	B1		
impact	n., v.	B1		
import	n., v.	B1		
importance	n.	B1		
impression	n.	B1		
impressive	adj.	B1		
improvement	n.	B1		
incredibly	adv.	B1		
indeed	adv.	B1		
indicate	v.	B1		
indirect	adj.	B1		
indoor	adj.	B1		
indoors	adv.	B1		
influence	n., v.	B1		
ingredient	n.	B1		
injure	v.	B1		
injured	adj.	B1		
innocent	adj.	B1		
intelligence	n.	B1		
intend	v.	B1		
intention	n.	B1		
invest	v.	B1		
investigate	v.	B1		
involved	adj.	B1		
iron	n., v.	B1		
issue	n.	B1		
IT	n.	B1		
journal	n.	B1		
journey	n.	B1		
judge	n., v.	B1		
key	v.	B1		
keyboard	n.	B1		
kick	v., n.	B1		
killing	n.	B1		
kind	adj.	B1	caring	
kiss	v., n.	B1		
knock	n.	B1		
label	n., v.	B1		
laboratory	n.	B1		
lack	n., v.	B1		
latest	adj.	B1		
lay	v.	B1		
layer	n.	B1		
lead	n.	B1		1
leading	adj.	B1		
leaf	n.	B1		
leather	n.	B1		
legal	adj.	B1		
leisure	n.	B1		
length	n.	B1		
level	adj.	B1		
lie	v., n.	B1	tell a lie	2
like	n.	B1	find sb/sth pleasant	
limit	n., v.	B1		
lip	n.	B1		
liquid	n., adj.	B1		
literature	n.	B1		
live	adj., adv.	B1		2
living	adj., n.	B1		
local	n.	B1		
locate	v.	B1		
located	adj.	B1		
location	n.	B1		
lonely	adj.	B1		
loss	n.	B1		
luxury	n.	B1		
mad	adj.	B1		
magic	n., adj.	B1		
mainly	adv.	B1		
management	n.	B1		
market	v.	B1		
marketing	n.	B1		
marriage	n.	B1		
meanwhile	adv.	B1		
measure	v., n.	B1		
medium	adj.	B1		
mental	adj.	B1		
mention	n.	B1		
mess	n.	B1		
mild	adj.	B1		
mine	n.	B1	hole in the ground	
mix	v., n.	B1		
mixture	n.	B1		
mood	n.	B1		
move	n.	B1		
mud	n.	B1		
murder	n., v.	B1		
muscle	n.	B1		
musical	n.	B1		
mystery	n.	B1		
nail	n.	B1		
narrative	n., adj.	B1		
nation	n.	B1		
native	adj., n.	B1		
naturally	adv.	B1		
neat	adj.	B1		
necessarily	adv.	B1		
need	modal v.	B1		
needle	n.	B1		
neither	adv.	B1		
net	n.	B1		
next	n.	B1		
nor	conj./adv.	B1		
normal	n.	B1		
northern	adj.	B1		
note	v.	B1		
now	conj.	B1		
nuclear	adj.	B1		
obvious	adj.	B1		
obviously	adv.	B1		
occasion	n.	B1		
occur	v.	B1		
odd	adj.	B1		
official	adj.	B1		
old-fashioned	adj.	B1		
once	conj.	B1		
operation	n.	B1		
organized	adj.	B1		
organizer	n.	B1		
original	n.	B1		
originally	adv.	B1		
ought	modal v.	B1		
ours	pron.	B1		
outdoor	adj.	B1		
outdoors	adv.	B1		
overseas	adj.	B1		
pack	n.	B1		
package	n.	B1		
painful	adj.	B1		
pale	adj.	B1		
pan	n.	B1		
participate	v.	B1		
particularly	adv.	B1		
pass	n.	B1		
passion	n.	B1		
path	n.	B1		
payment	n.	B1		
peaceful	adj.	B1		
percentage	n.	B1		
perfectly	adv.	B1		
performance	n.	B1		
personally	adv.	B1		
persuade	v.	B1		
photographer	n.	B1		
photography	n.	B1		
pin	n., v.	B1		
pipe	n.	B1		
place	v.	B1		
planning	n.	B1		
pleasant	adj.	B1		
pleasure	n.	B1		
plenty	pron.	B1		
plot	n.	B1		
plus	prep.	B1		1
poem	n.	B1		
poet	n.	B1		
poetry	n.	B1		
point	v.	B1		
poison	n., v.	B1		
poisonous	adj.	B1		
policy	n.	B1		
political	adj.	B1		
politician	n.	B1		
politics	n.	B1		
port	n.	B1		
portrait	n.	B1		
possibly	adv.	B1		
pot	n.	B1		
pour	v.	B1		
poverty	n.	B1		
powder	n.	B1		
powerful	adj.	B1		
practical	adj.	B1		
pray	v.	B1		
prayer	n.	B1		
prediction	n.	B1		
prepared	adj.	B1		
presentation	n.	B1		
press	n., v.	B1		
pressure	n.	B1		
pretend	v.	B1		
previous	adj.	B1		
previously	adv.	B1		
priest	n.	B1		
primary	adj.	B1		
prince	n.	B1		
princess	n.	B1		
principal	n.	B1		
printing	n.	B1		
prisoner	n.	B1		
private	adj.	B1		
producer	n.	B1		
production	n.	B1		
profession	n.	B1		
profit	n.	B1		
program	v.	B1		
promote	v.	B1		
proper	adj.	B1		
properly	adv.	B1		
property	n.	B1		
protest	n., v.	B1		
proud	adj.	B1		
prove	v.	B1		
pull	n.	B1		
punish	v.	B1		
punishment	n.	B1		
push	n.	B1		
qualification	n.	B1		
qualified	adj.	B1		
qualify	v.	B1		
quit	v.	B1		
quotation	n.	B1		
quote	v., n.	B1		
race	n.	B1	of people	
racing	n.	B1		
raise	n.	B1		
range	n.	B1		
rare	adj.	B1		
rarely	adv.	B1		
reaction	n.	B1		
reality	n.	B1		
receipt	n.	B1		
recommendation	n.	B1		
reference	n.	B1		
reflect	v.	B1		
regularly	adv.	B1		
reject	v.	B1		
relate	v.	B1		
related	adj.	B1		
relation	n.	B1		
relative	adj., n.	B1		
relaxed	adj.	B1		
relaxing	adj.	B1		
release	v., n.	B1		
reliable	adj.	B1		
religion	n.	B1		
religious	adj.	B1		
remain	v.	B1		
remind	v.	B1		
remote	adj.	B1		
rent	n., v.	B1		
repair	n.	B1		
repeat	n.	B1		
repeated	adj.	B1		
represent	v.	B1		
request	v.	B1		
require	v.	B1		
reservation	n.	B1		
resource	n.	B1		
respect	n., v.	B1		
responsibility	n.	B1		
responsible	adj.	B1		
result	v.	B1		
retire	v.	B1		
retired	adj.	B1		
revise	v.	B1		
ring	n.	B1		2
risk	n., v.	B1		
robot	n.	B1		
roll	v., n.	B1		
romantic	adj.	B1		
rope	n.	B1		
rough	adj.	B1		
row	n.	B1		1
royal	adj.	B1		
rule	v.	B1		
safety	n.	B1		
sail	n.	B1		
sailor	n.	B1		
sample	n.	B1		
sand	n.	B1		
scan	v.	B1		
scientific	adj.	B1		
script	n.	B1		
sculpture	n.	B1		
secondary	adj.	B1		
security	n.	B1		
seed	n.	B1		
sensible	adj.	B1		
separate	v.	B1		
seriously	adv.	B1		
servant	n.	B1		
set	v.	B1	put	
set	n.	B1	group	
setting	n.	B1		
sex	n.	B1		
sexual	adj.	B1		
shake	n.	B1		
share	n.	B1		
sharp	adj.	B1		
shelf	n.	B1		
shell	n.	B1		
shift	n.	B1		
shine	v.	B1		
shiny	adj.	B1		
shoot	v.	B1		
shy	adj.	B1		
sight	n.	B1		
signal	n., v.	B1		
silent	adj.	B1		
silly	adj.	B1		
similarity	n.	B1		
similarly	adv.	B1		
simply	adv.	B1		
since	adv.	B1		
sink	v.	B1		
slave	n.	B1		
slice	n., v.	B1		
slightly	adv.	B1		
slow	v.	B1		
smooth	adj.	B1		
software	n.	B1		
soil	n.	B1		
solid	adj., n.	B1		
sort	v.	B1		
southern	adj.	B1		
specifically	adv.	B1		
spending	n.	B1		
spicy	adj.	B1		
spirit	n.	B1		
spoken	adj.	B1		
spot	n.	B1		
spread	v.	B1		
spring	v.	B1		
stadium	n.	B1		
staff	n.	B1		
standard	n., adj.	B1		
state	adj., v.	B1		
statistic	n.	B1		
statue	n.	B1		
stick	v.	B1	push into/attach	
stick	n.	B1	piece of wood	
still	adj.	B1		
store	v.	B1		
stranger	n.	B1		
strength	n.	B1		
string	n.	B1		
strongly	adv.	B1		
studio	n.	B1		
stuff	n.	B1		
substance	n.	B1		
successfully	adv.	B1		
sudden	adj.	B1		
suffer	v.	B1		
suit	v.	B1		
suitable	adj.	B1		
summarize	v.	B1		
summary	n.	B1		
supply	n., v.	B1		
supporter	n.	B1		
surely	adv.	B1		
surface	n.	B1		
survive	v.	B1		
swim	n.	B1		
switch	v.	B1		
symptom	n.	B1		
tail	n.	B1		
talent	n.	B1		
talented	adj.	B1		
tape	n.	B1		
tax	n., v.	B1		
technical	adj.	B1		
technique	n.	B1		
tend	v.	B1		
tent	n.	B1		
that	adv.	B1		
theirs	pron.	B1		
theme	n.	B1		
theory	n.	B1		
therefore	adv.	B1		
this	adv.	B1		
though	conj., adv.	B1		
throat	n.	B1		
throughout	prep./adv.	B1		
tight	adj.	B1		
till	conj./prep.	B1		
tiny	adj.	B1		
tip	v.	B1		
tire	n.	B1		
toe	n.	B1		
ton	n.	B1		
tongue	n.	B1		
total	adj., n.	B1		
totally	adv.	B1		
touch	n.	B1		
tour	v.	B1		
trade	n., v.	B1		
trainer	n.	B1		
translate	v.	B1		
translation	n.	B1		
transport	v.	B1		
treat	v.	B1		
treatment	n.	B1		
trend	n.	B1		
trick	n., v.	B1		
truth	n.	B1		
tube	n.	B1		
type	v.	B1		
typically	adv.	B1		
ugly	adj.	B1		
unable	adj.	B1		
uncomfortable	adj.	B1		
underwear	n.	B1		
unemployed	adj.	B1		
unemployment	n.	B1		
unfair	adj.	B1		
union	n.	B1		
unless	conj.	B1		
unlike	prep.	B1		
unlikely	adj.	B1		
unnecessary	adj.	B1		
unpleasant	adj.	B1		
update	v., n.	B1		
upon	prep.	B1		
upset	adj., v.	B1		
used	adj.	B1		1
used	adj.	B1		2
valuable	adj.	B1		
value	n.	B1		
various	adj.	B1		
version	n.	B1		
victim	n.	B1		
view	v.	B1		
viewer	n.	B1		
violent	adj.	B1		
volunteer	n., v.	B1		
vote	n., v.	B1		
warm	v.	B1		
warn	v.	B1		
warning	n.	B1		
waste	n., v., adj.	B1		
water	v.	B1		
wave	v.	B1		
weapon	n.	B1		
weigh	v.	B1		
western	adj.	B1		
whatever	det./pron.	B1		
whenever	conj.	B1		
whether	conj.	B1		
while	n.	B1		
whole	n.	B1		
will	n.	B1		
win	n.	B1		
wing	n.	B1		
within	prep.	B1		
wonder	v., n.	B1		
wool	n.	B1		
worldwide	adj., adv.	B1		
worry	n.	B1		
worse	adv.	B1		
worst	adv.	B1		
worth	adj.	B1		
written	adj.	B1		
wrong	adv.	B1		
young	n.	B1		
youth	n.	B1		
abandon	v.	B2		
abroad	adv.	B2		
absolute	adj.	B2		
